%time,field.x,field.y,field.theta
1757045313493688721,2.9699211244987724,-3.1597394673714394,-2.145102032013039
1757045313514797400,2.9699211244987724,-3.1597394673714394,0.43798526093856793
1757045313537369924,2.9630728511838518,-3.1711796997228134,-2.1974619095728656
1757045313560330194,2.9699211244987724,-3.1597394673714394,0.43798526093856793
1757045313583437493,2.9699211244987724,-3.1597394673714394,-2.1800086170529234
1757045313609109714,2.9310877988877166,-3.1986521234620144,0.43798526093856793
1757045313641078070,2.9242395255727964,-3.2100923558133885,-2.1974619095728656
1757045313666395336,2.93567975792417,-3.2169406291283087,0.4205319684186257
1757045313687208525,2.9242395255727964,-3.2100923558133885,-2.162555324532981
1757045313713082552,2.9173912522578758,-3.221532588164762,0.38562538337873775
1757045313744555379,2.9173912522578758,-3.221532588164762,-2.145102032013039
1757045313771406940,2.8785579266468204,-3.2604452442553367,0.38562538337873775
1757045313797108590,2.884986533486171,-3.24908282385897,-2.1106023083516945
1757045313824394871,2.883969422135699,-3.2492230007779215,0.34929477348618576
1757045313852147475,2.8826291684935095,-3.2494331497231457,-2.1129418331498613
1757045313883199853,2.8737627978288134,-3.2612697113628917,0.345806479858183
1757045313907599525,2.854288547998222,-3.266095672470715,-2.116124912874973
1757045313929252737,2.856987379617013,-3.2847577767896525,0.36061535520742893
1757045313953575636,2.854019382777109,-3.28542495700401,-2.085489641474638
1757045313979478797,2.826214742721816,-3.3016321059723692,0.3557336551409236
1757045314005455165,2.828710925906487,-3.29104900446041,-2.091795713550411
1757045314031925969,2.8180971199392313,-3.3028651837192995,0.38331727138184846
1757045314057205321,2.81275221914593,-3.3035394015408532,-2.0999323699796903
1757045314084306667,2.8216208961355544,-3.281642003394411,0.40825603291977686
1757045314104829980,2.8184934428529576,-3.2820018757080014,-2.1254209096417043
1757045314132244502,2.8022442736902993,-3.2751422346474435,0.3829709849660716
1757045314161782307,2.7991219972862478,-3.2753113728233822,-2.1857142761054966
1757045314188467361,2.8353174732796296,-3.238359348757742,0.35819446808101674
1757045314210520557,2.843875952137531,-3.2458789882134838,-2.1751774643636423
1757045314231837333,2.822194516833774,-3.249628305675034,0.33474005833146947
1757045314256305038,2.8207847728283655,-3.2495752911569946,-2.162606446773193
1757045314281602853,2.8082426725439724,-3.2420377144734047,0.3664936238343053
1757045314307025530,2.7954056310145505,-3.2345054154696213,-2.2010728880030825
1757045314330222024,2.794931726833689,-3.2344916162517574,0.3989591562939552
1757045314358697140,2.7949141962776363,-3.234517494899248,-2.219034704949607
1757045314385176546,2.784162325051253,-3.227244033102858,0.41716140720365047
1757045314411133602,2.7693700787255904,-3.249388537549573,-2.21808231965732
1757045314432675793,2.765953937133196,-3.23093654694177,0.36520841158446515
1757045314459817941,2.766030813089494,-3.2309681198503353,-2.2003238789053725
1757045314486693468,2.736377930319029,-3.227065719713667,0.3652084097262751
1757045314513463854,2.743755466424173,-3.2160137364625005,-2.235433864990611
1757045314538729501,2.717657314939593,-3.230644117363923,0.34755175707866215
1757045314564253079,2.703105632582729,-3.2048616526971703,-2.235332170598717
1757045314583355296,2.702904680013895,-3.2048634112043137,0.33009840212000086
1757045314607980589,2.6917711952551815,-3.1973775726129072,-2.218184017728902
1757045314628594043,2.6733294619947396,-3.2009865675819675,0.2951918198674406
1757045314653948722,2.6732556754096013,-3.200945592094701,-2.270543881469969
1757045314677190918,2.6732556754096013,-3.200945592094701,0.2950901189616957
1757045314705531692,2.6695982212623814,-3.1824146020526443,-2.235739017373632
1757045314725313548,2.658362328370113,-3.174932413746572,0.2773316669757335
1757045314749165347,2.6693299243588955,-3.1823681673937863,-2.236044167921616
1757045314772150291,2.6397742156522375,-3.1784504000329634,0.25977666243027286
1757045314793516028,2.6102185069455794,-3.1745326326721406,-2.2185908754016737
1757045314819452813,2.61769675563124,-3.163493902661642,0.25977666243027286
1757045314844874982,2.6102185069455794,-3.1745326326721406,-2.2185908754016737
1757045314870353090,2.5657063008676,-3.1926923253323154,0.24232336991033065
1757045314891521386,2.563896416109728,-3.1745958603534765,-2.182779603953719
1757045314912851251,2.582410166109587,-3.1710186284290294,0.2781346413582817
1757045314936252057,2.563896416109728,-3.1745958603534765,-2.182779603953719
1757045314955242936,2.5564281570720224,-3.185641351315629,0.2606813488383395
1757045314980905196,2.5564281570720224,-3.185641351315629,-2.165326311433777
1757045315003807865,2.548959898034316,-3.1966868422777814,0.2781346413582817
1757045315025306200,2.526868916110011,-3.1817503242023695,-2.130419726393889
1757045315047684531,2.519400657072305,-3.192795815164522,0.2606813488383395
1757045315073509000,2.519400657072305,-3.192795815164522,-2.1478730189138346
1757045315094441960,2.4934186480347407,-3.207418538051121,0.2781346413582817
1757045315118737009,2.493326682239127,-3.2073850465154474,-2.1654280375829558
1757045315139053480,2.478387917010479,-3.229474508890988,0.29548620772904854
1757045315158889484,2.470918534396155,-3.2405192400787586,-2.1654280375829558
1757045315183200963,2.470918534396155,-3.2405192400787586,0.33039279276893296
1757045315208540591,2.4524044205940614,-3.2440945886522043,-2.217787915142786
1757045315242411832,2.4559797691675076,-3.2626087024542993,0.36529937780882094
1757045315267990069,2.444935037979737,-3.255139319839975,-2.217787915142786
1757045315290845801,2.422526890136765,-3.288273513403286,0.36529937780882094
1757045315313982230,2.404012776334671,-3.2918488619767325,-2.235241207662728
1757045315339037514,2.385498662532577,-3.295424210550179,0.36529937780882094
1757045315356720449,2.3741352458773757,-3.3360277867278136,-2.217787915142786
1757045315383415231,2.376183489547177,-3.3363243876367568,0.401374170456414
1757045315415200530,2.350217090145231,-3.3509748115331814,-2.2166197075350773
1757045315435343122,2.350217090145231,-3.3509748115331814,0.3664675854165296
1757045315462548362,2.316794215761791,-3.376678684868566,-2.1817131224951893
1757045315488746037,2.3278476652007503,-3.3841351598500595,0.3664675854165296
1757045315514133662,2.3203911902192567,-3.395188609289019,-2.146806537455305
1757045315539099688,2.312934715237763,-3.406242058727978,0.3315610003766416
1757045315561781073,2.3054782402562695,-3.417295508166937,-2.146806537455305
1757045315587566902,2.305460755639381,-3.417321427294838,0.3315610003766416
1757045315621147672,2.2971858475560896,-3.4280264447884865,-2.130065170679295
1757045315656115787,2.278294135307553,-3.4314958116083325,0.31309071875433503
1757045315678079297,2.270826422946366,-3.4425416721786934,-2.095463648997839
1757045315705719260,2.2633587105851793,-3.453587532749054,0.33054401127427724
1757045315725833957,2.2669368587943532,-3.472101105680601,-2.095463648997839
1757045315752144529,2.2665802173293934,-3.4719312607457296,0.3476921664651158
1757045315772827170,2.255519115499673,-3.4644860765538286,-2.1132220788468885
1757045315798863294,2.2444755341213147,-3.4570149940359567,0.3825987515050002
1757045315820546635,2.2444755341213147,-3.4570149940359567,-2.0957687863269463
1757045315841085051,2.2295333690855714,-3.479102156792673,0.3825987515050002
1757045315864305332,2.2110187051893413,-3.48267465565316,-2.078315493807004
1757045315888536860,2.2226446939482862,-3.4892164634871463,0.4000804650577301
1757045315916850406,2.196984081463815,-3.4557603638427694,-2.0957403652941586
1757045315938865503,2.181922983870954,-3.477782661501639,0.3999787557198644
1757045315963309424,2.1635104686481554,-3.481446873876765,-2.0782870680988417
1757045315984903534,2.1635104686481554,-3.481446873876765,0.4349870547729928
1757045316007038257,2.156039700054923,-3.4924906676214724,-2.0782870680988417
1757045316029499735,2.144995906310215,-3.4850198990282406,0.4175337622530506
1757045316056301688,2.144995906310215,-3.4850198990282406,-2.0782870680988417
1757045316084038854,2.10439375648286,-3.473651386993252,0.4698936398128808
1757045316106337141,2.10439375648286,-3.473651386993252,-2.060833775578896
1757045316128427956,2.0673646318069796,-3.4807974372962036,0.4698936398128808
1757045316152991346,2.0672447568837655,-3.4807204740219486,-2.06093550007024
1757045316178936239,2.045158689428897,-3.4657766900641924,0.46979191532153664
1757045316205502017,2.041587547680341,-3.4472617643578807,-2.078388792590186
1757045316225007237,2.0230726219740287,-3.4508329061064367,0.48724520784147884
1757045316248535078,2.0230726219740287,-3.4508329061064367,-2.06093550007024
1757045316269320049,1.9860427705614043,-3.4579751896035487,0.48724520784147884
1757045316317238749,1.9999170914097397,-3.5318353124845787,0.5043933534245895
1757045316340516597,1.9846638822818623,-3.505469214637878,-2.0617491956402496
1757045316365390231,1.9650066229581942,-3.508559872883284,0.48561782761904837
1757045316389110648,1.965735246714786,-3.5091187719520183,-2.0444476282001958
1757045316414021688,1.9454073426692922,-3.512093072673038,0.4676060839190157
1757045316464569577,1.927787663282108,-3.437152862755074,0.46526680515108154
1757045316488712150,1.9185634806079095,-3.447771367074704,-2.014219481158264
1757045316515019705,1.9231165570467053,-3.436197532004957,0.4622155340483971
1757045316537872275,1.8940284520432198,-3.4494363510722614,-2.0531941709525547
1757045316567449524,1.88560269709862,-3.4288113070453514,0.4215117244511255
1757045316591910209,1.8721998891817968,-3.437354473889009,-2.061026053920429
1757045316620891479,1.8684122757030142,-3.4359984397927694,0.3972437269458453
1757045316647864455,1.8652793356305097,-3.4523202403814066,-2.0854973049525434
1757045316674879861,1.8507484714917746,-3.460660507215395,0.42309818206245353
1757045316703582579,1.843456944077354,-3.4580448490020004,-2.0951599977314217
1757045316728821738,1.8384726983593787,-3.4563742940539925,0.39730424134553743
1757045316754524769,1.838536638237004,-3.4430389783789725,-2.1212591432170207
1757045316784174657,1.8360153876583318,-3.478097588214446,0.42173413990487774
1757045316809240453,1.8304506059145653,-3.476579595811568,-2.1125525733343586
1757045316830618886,1.8140039257543676,-3.466569760553351,0.3794030570298048
1757045316853777198,1.8065525009423433,-3.4812702241804168,-2.1232324740063575
1757045316880300342,1.803893176156436,-3.5152243872920748,0.3673095230366066
1757045316906282030,1.7826705822448508,-3.502838598600194,-2.1356311749051997
1757045316938083852,1.7557410452545579,-3.520346727483583,0.35367965052957473
1757045316966385803,1.7463333749761147,-3.5182635851834467,-2.165082804136805
1757045316994385722,1.7278529889754783,-3.5259191256485103,0.35964309672511163
1757045317017103419,1.7138250903874714,-3.552373036711863,-2.158207460736861
1757045317042184120,1.7020997682048526,-3.547997959195709,0.36519876187365696
1757045317064128931,1.659577638678139,-3.5856319829120107,-2.170512752890186
1757045317086607147,1.6512412347934724,-3.5823470003080278,0.3551283528303273
1757045317112852075,1.6485814254644309,-3.586118868709552,-2.1833294010252295
1757045317165708561,1.533912050040385,-3.584464492070315,-2.212785338482764
1757045317192461931,1.504808832384709,-3.6188924868244103,0.3634866967028003
1757045317217594639,1.4973065992933496,-3.6345781321560118,-2.224279580979278
1757045317239985040,1.4888687363850714,-3.6314143041367397,0.3366756845689167
1757045317264874317,1.4769061788853284,-3.6272135459298043,-2.2354675221623523
1757045317286714832,1.4685260205878148,-3.623932851420783,0.29058139714804554
1757045317312727082,1.465660362033084,-3.6468609722789616,-2.247368047814124
1757045317334604252,1.457269417034948,-3.643970974917349,0.27888383688551954
1757045317361386242,1.4486161212191848,-3.6408014111578617,-2.256522366509209
1757045317386851007,1.464691740091362,-3.6479222038532146,0.21633303882730104
1757045317410996797,1.4461067766969005,-3.653984774085837,-2.2670182085232433
1757045317431530950,1.4427312470170457,-3.6593853848374374,0.1872847878145265
1757045317457828353,1.4435164171593622,-3.6662889103300813,-2.2605497599985718
1757045317479781404,1.4536120427327708,-3.66385025963293,0.19588929390008047
1757045317502906357,1.4402160405431896,-3.679378006549138,-2.288886220672879
1757045317527075905,1.4504236279163947,-3.677973202824497,0.16795935811859053
1757045317551703256,1.4471455025208144,-3.666375388134779,-2.316409329295677
1757045317579766270,1.447490164187544,-3.69418637993959,0.17595310672908937
1757045317605955650,1.4534208552912933,-3.7129393544847282,-2.3073982641371025
1757045317636915225,1.4416732117309254,-3.712900906320623,0.1839470725711152
1757045317667734406,1.430835830142759,-3.7139644597641643,-2.298076485783266
1757045317696201598,1.4398545867329167,-3.717185424335526,0.21245141293543668
1757045317721992996,1.4591333730521492,-3.7320722553715227,-2.3198017645234152
1757045317748220560,1.4715227159624336,-3.7548848940201403,0.2101120769670537
1757045317771504130,1.4998092428096659,-3.7600559520283077,-2.28794629424344
1757045317796586685,1.493124741235306,-3.7615504268057998,0.1710353755565137
1757045317823994571,1.4839820887324222,-3.7647495425629094,-2.2920149607489826
1757045317854174453,1.4743323757452966,-3.7876165754578563,0.14992019636602905
1757045317876960367,1.5175979901564727,-3.7831090379414003,-2.311372840715535
1757045317899966349,1.5029749237770855,-3.795843181735006,0.1668929752946795
1757045317922946611,1.5150524247401134,-3.803185774723023,-2.2939195608912506
1757045317953019744,1.507330311874492,-3.8086406047729846,0.2012909580852309
1757045317973852968,1.5199243988199465,-3.8125344979306655,-2.27829660658141
1757045318002431827,1.5028463256345346,-3.8079883665063763,0.18180394443260184
1757045318036903091,1.4972764842244326,-3.7960343726749635,-2.24379684781173
1757045318065519937,1.5011264263083042,-3.814530351203098,0.1840416912105134
1757045318089106876,1.5172076259436535,-3.8217227255642547,-2.275245080375811
1757045318115642704,1.522901439824334,-3.8216205950444286,0.1704536571052202
1757045318136785143,1.509409307975739,-3.835717276772182,-2.2895451623548198
1757045318163022063,1.5237026352665848,-3.825396125484311,0.18994117644464836
1757045318188223736,1.530138813757193,-3.8216264544088903,-2.270057830906282
1757045318214139427,1.5248690775410951,-3.8292572151646453,0.17472538207834987
1757045318236165125,1.5305831154174938,-3.8445066117040905,-2.267616722511569
1757045318257763580,1.5099565492843081,-3.830548207903094,0.19482321112721834
1757045318287170128,1.506055394671008,-3.839445486833905,-2.298557249498831
1757045318306786167,1.513705460017584,-3.8367031449312448,0.1991962147089481
